Település,Megye,Település típusa,Szavazókör db,Névjegyzékben szereplő választópolgárok száma,Megjelentek száma,Bélyegző nélküli szavazólapok száma,Lebélyegzett szavazólapok száma,"Érvénytelen, lebélyegzett szavazólapok száma",Érvényes szavazólapok száma,MSZP-PÁRBESZÉD,MKKP,JOBBIK,FIDESZ,MOMENTUM,DK,MI HAZÁNK,MUNKÁSPÁRT,LMP
Őr,Szabolcs-Szatmár-Bereg,Község,2,1182,386,0,386,5,381,18,8,21,247,9,63,11,3,1
Panyola,Szabolcs-Szatmár-Bereg,Község,1,491,226,0,226,2,224,8,5,25,137,8,34,3,0,4
Pap,Szabolcs-Szatmár-Bereg,Község,2,1536,476,0,476,4,472,31,11,58,286,12,55,14,0,5
Papos,Szabolcs-Szatmár-Bereg,Község,1,683,240,1,240,1,239,5,1,25,159,10,26,8,3,2
Paszab,Szabolcs-Szatmár-Bereg,Község,1,929,390,0,390,8,382,4,5,20,324,6,15,4,2,2
Pátroha,Szabolcs-Szatmár-Bereg,Község,3,2319,888,0,888,5,883,26,9,82,653,13,70,18,2,10
Pátyod,Szabolcs-Szatmár-Bereg,Község,1,552,216,0,216,3,213,8,3,17,164,2,14,2,3,0
Penészlek,Szabolcs-Szatmár-Bereg,Község,1,775,365,0,365,3,362,8,3,25,295,4,11,15,1,0
Penyige,Szabolcs-Szatmár-Bereg,Község,1,640,280,0,280,3,277,14,6,18,186,9,26,14,1,3
Petneháza,Szabolcs-Szatmár-Bereg,Község,2,1431,535,0,535,7,528,17,3,44,368,29,51,11,2,3
Piricse,Szabolcs-Szatmár-Bereg,Község,2,1296,565,0,565,4,561,21,4,31,460,12,24,9,0,0
Pócspetri,Szabolcs-Szatmár-Bereg,Község,2,1352,467,0,467,2,465,22,9,61,311,16,26,11,1,8
Porcsalma,Szabolcs-Szatmár-Bereg,Község,3,2042,776,0,776,3,773,32,11,51,570,18,53,28,6,4
Pusztadobos,Szabolcs-Szatmár-Bereg,Község,1,1138,511,0,511,9,502,10,5,36,390,15,33,8,0,5
Rakamaz,Szabolcs-Szatmár-Bereg,Város,5,3756,1214,0,1214,6,1208,81,23,155,626,60,184,51,7,21
Ramocsaháza,Szabolcs-Szatmár-Bereg,Község,1,1167,374,0,374,3,371,7,1,48,268,12,28,5,1,1
Rápolt,Szabolcs-Szatmár-Bereg,Község,1,112,38,0,38,1,37,3,0,5,20,2,3,4,0,0
Rétközberencs,Szabolcs-Szatmár-Bereg,Község,1,841,226,0,226,2,224,7,2,26,146,5,35,3,0,0
Rohod,Szabolcs-Szatmár-Bereg,Község,1,1003,502,2,502,9,493,7,5,26,380,4,54,15,0,2
Rozsály,Szabolcs-Szatmár-Bereg,Község,1,566,182,0,182,2,180,9,3,17,134,2,14,1,0,0
Sényő,Szabolcs-Szatmár-Bereg,Község,1,1156,373,0,373,2,371,16,3,46,245,8,35,9,2,7
Sonkád,Szabolcs-Szatmár-Bereg,Község,1,680,308,0,308,5,303,33,4,31,176,9,40,8,0,2
Szabolcs,Szabolcs-Szatmár-Bereg,Község,1,286,143,0,143,2,141,6,3,12,72,8,29,11,0,0
Szabolcsbáka,Szabolcs-Szatmár-Bereg,Község,1,939,257,0,257,1,256,11,1,28,150,18,36,6,2,4
Szabolcsveresmart,Szabolcs-Szatmár-Bereg,Község,2,1216,355,0,355,7,348,28,4,33,226,15,32,8,0,2
Szakoly,Szabolcs-Szatmár-Bereg,Község,3,2139,542,0,542,4,538,53,3,51,309,36,63,12,4,7
Szamosangyalos,Szabolcs-Szatmár-Bereg,Község,1,423,165,0,165,2,163,7,1,11,122,1,10,3,1,7
Szamosbecs,Szabolcs-Szatmár-Bereg,Község,1,337,135,0,135,1,134,10,1,6,97,2,15,1,1,1
Szamoskér,Szabolcs-Szatmár-Bereg,Község,1,348,135,0,135,0,135,8,3,21,69,6,26,1,0,1
Szamossályi,Szabolcs-Szatmár-Bereg,Község,1,585,206,0,206,5,201,17,0,10,147,1,17,9,0,0
Szamosszeg,Szabolcs-Szatmár-Bereg,Község,2,1474,639,1,638,3,635,8,4,65,479,21,37,17,2,2
Szamostatárfalva,Szabolcs-Szatmár-Bereg,Község,1,242,125,0,125,1,124,8,0,12,93,1,8,2,0,0
Szamosújlak,Szabolcs-Szatmár-Bereg,Község,1,332,156,0,156,3,153,7,1,18,101,2,19,3,2,0
Szatmárcseke,Szabolcs-Szatmár-Bereg,Község,2,1213,504,0,504,3,501,14,7,34,387,5,41,7,2,4
Székely,Szabolcs-Szatmár-Bereg,Község,1,795,201,0,201,4,197,7,5,33,103,2,32,12,0,3
Szorgalmatos,Szabolcs-Szatmár-Bereg,Község,1,797,276,0,276,4,272,11,5,33,150,9,45,10,1,8
Tákos,Szabolcs-Szatmár-Bereg,Község,1,287,187,0,187,0,187,2,0,5,169,1,8,1,0,1
Tarpa,Szabolcs-Szatmár-Bereg,Község,2,2028,823,0,823,14,809,23,14,58,622,15,52,18,1,6
Terem,Szabolcs-Szatmár-Bereg,Község,1,564,185,0,185,4,181,11,4,15,127,8,15,1,0,0
Tiborszállás,Szabolcs-Szatmár-Bereg,Község,1,832,312,0,312,0,312,29,2,17,218,2,29,11,4,0
Timár,Szabolcs-Szatmár-Bereg,Község,1,994,281,0,281,7,274,10,6,56,175,9,12,6,0,0
Tiszaadony,Szabolcs-Szatmár-Bereg,Község,1,515,303,0,303,3,300,9,2,24,229,4,21,6,3,2
Tiszabecs,Szabolcs-Szatmár-Bereg,Község,1,1204,393,0,393,8,385,25,0,33,271,8,23,16,1,8
Tiszabercel,Szabolcs-Szatmár-Bereg,Község,2,1404,522,0,522,4,518,39,6,20,387,9,39,12,2,4
Tiszabezdéd,Szabolcs-Szatmár-Bereg,Község,2,1509,391,0,391,5,386,30,2,60,229,7,41,14,2,1
Tiszacsécse,Szabolcs-Szatmár-Bereg,Község,1,207,116,0,116,2,114,8,0,12,85,1,5,2,1,0
Tiszadada,Szabolcs-Szatmár-Bereg,Község,3,1699,665,0,665,5,660,18,6,53,454,18,76,24,2,9
Tiszadob,Szabolcs-Szatmár-Bereg,Község,4,2055,652,0,652,3,649,25,3,81,381,24,104,18,9,4
Tiszaeszlár,Szabolcs-Szatmár-Bereg,Község,4,1935,589,0,589,3,586,29,3,60,280,12,52,142,1,7
Tiszakanyár,Szabolcs-Szatmár-Bereg,Község,2,1241,570,0,570,4,566,25,8,39,415,9,41,19,3,7
Tiszakerecseny,Szabolcs-Szatmár-Bereg,Község,1,758,248,0,248,2,246,6,2,25,186,4,19,2,0,2
Tiszakóród,Szabolcs-Szatmár-Bereg,Község,1,644,266,0,266,8,258,18,2,32,179,4,14,6,1,2
Tiszalök,Szabolcs-Szatmár-Bereg,Város,6,4279,1467,0,1465,19,1446,113,29,132,783,84,249,35,8,13
Tiszamogyorós,Szabolcs-Szatmár-Bereg,Község,1,517,234,0,234,0,234,11,1,25,163,5,12,13,2,2
Tiszanagyfalu,Szabolcs-Szatmár-Bereg,Község,3,1519,483,0,483,3,480,18,10,75,287,4,70,10,1,5
Tiszarád,Szabolcs-Szatmár-Bereg,Község,1,419,89,0,89,1,88,6,0,11,57,4,8,2,0,0
Tiszaszalka,Szabolcs-Szatmár-Bereg,Község,1,821,329,0,329,1,328,22,5,21,227,11,29,8,0,5
Tiszaszentmárton,Szabolcs-Szatmár-Bereg,Község,1,951,293,0,293,3,290,10,2,32,199,6,28,7,3,3
Tiszatelek,Szabolcs-Szatmár-Bereg,Község,2,1135,364,0,364,2,362,27,6,29,224,13,44,12,3,4
Tiszavasvári,Szabolcs-Szatmár-Bereg,Város,10,9689,2874,0,2874,17,2857,201,62,298,1296,227,567,121,25,60
Tiszavid,Szabolcs-Szatmár-Bereg,Község,1,408,140,0,140,1,139,3,0,7,110,2,15,2,0,0
Tisztaberek,Szabolcs-Szatmár-Bereg,Község,1,515,239,0,239,0,239,2,1,5,221,1,6,1,2,0
Tivadar,Szabolcs-Szatmár-Bereg,Község,1,170,87,0,87,0,87,4,1,12,63,2,3,2,0,0
Tornyospálca,Szabolcs-Szatmár-Bereg,Község,3,2058,595,0,595,6,589,43,8,66,364,25,53,22,3,5
Tunyogmatolcs,Szabolcs-Szatmár-Bereg,Község,3,1977,716,1,715,3,712,22,10,83,474,11,65,41,3,3
Túristvándi,Szabolcs-Szatmár-Bereg,Község,1,573,286,0,286,8,278,7,0,13,227,7,17,5,1,1
Túrricse,Szabolcs-Szatmár-Bereg,Község,1,538,253,1,251,1,250,14,2,11,183,8,29,2,0,1
Tuzsér,Szabolcs-Szatmár-Bereg,Község,3,2540,820,0,820,4,816,34,5,101,533,17,83,36,0,7
Tyukod,Szabolcs-Szatmár-Bereg,Község,3,1579,475,0,475,3,472,16,5,34,341,9,52,11,2,2
Újdombrád,Szabolcs-Szatmár-Bereg,Község,1,535,154,0,154,1,153,13,6,20,91,4,14,3,1,1
Újfehértó,Szabolcs-Szatmár-Bereg,Város,8,10090,3025,0,3025,12,3013,157,37,282,1882,163,368,73,14,37
Újkenéz,Szabolcs-Szatmár-Bereg,Község,1,784,224,0,224,2,222,15,0,16,171,3,5,9,2,1
Ura,Szabolcs-Szatmár-Bereg,Község,1,516,261,0,261,0,261,6,3,18,200,6,17,8,1,2
Uszka,Szabolcs-Szatmár-Bereg,Község,1,388,175,0,175,1,174,8,1,1,137,9,11,1,2,4
Vaja,Szabolcs-Szatmár-Bereg,Város,3,2860,951,0,951,11,940,32,7,119,647,15,83,25,5,7
Vállaj,Szabolcs-Szatmár-Bereg,Község,1,1013,404,0,404,2,402,15,1,19,315,9,31,9,0,3
Vámosatya,Szabolcs-Szatmár-Bereg,Község,1,474,154,0,154,3,151,13,0,19,95,2,15,5,0,2
Vámosoroszi,Szabolcs-Szatmár-Bereg,Község,1,460,279,0,279,6,273,6,1,3,237,4,15,4,2,1
Vásárosnamény,Szabolcs-Szatmár-Bereg,Város,9,7158,2872,0,2872,18,2854,171,32,235,1774,166,355,78,12,31
Vasmegyer,Szabolcs-Szatmár-Bereg,Község,2,1282,304,0,304,1,303,12,3,18,187,15,52,8,5,3
Záhony,Szabolcs-Szatmár-Bereg,Város,4,3671,1559,0,1559,30,1529,152,28,167,617,124,349,51,13,28
Zajta,Szabolcs-Szatmár-Bereg,Község,1,348,139,0,139,1,138,2,1,4,118,4,6,0,2,1
Zsarolyán,Szabolcs-Szatmár-Bereg,Község,1,347,135,0,135,1,134,4,0,6,98,7,13,1,1,4
Zsurk,Szabolcs-Szatmár-Bereg,Község,1,582,261,0,261,8,253,17,3,36,136,9,37,9,3,3
Alsónána,Tolna,Község,1,575,248,0,248,2,246,14,7,20,145,8,43,7,0,2
Alsónyék,Tolna,Község,1,575,203,0,203,0,203,14,5,12,109,15,29,16,1,2
Aparhant,Tolna,Község,2,847,398,0,398,0,398,19,6,21,294,15,29,7,1,6
Attala,Tolna,Község,1,648,247,0,247,1,246,10,0,15,169,6,26,17,1,2
Báta,Tolna,Község,2,1282,502,1,501,11,490,12,11,15,391,15,34,8,1,3
Bátaapáti,Tolna,Község,1,330,99,0,99,0,99,6,1,8,52,13,7,8,1,3
Bátaszék,Tolna,Város,5,5260,2031,1,2029,22,2007,135,38,106,1155,115,300,103,3,52
Belecska,Tolna,Község,1,214,108,0,108,2,106,3,3,9,66,6,13,2,0,4
Bikács,Tolna,Község,1,373,148,0,148,1,147,7,1,5,108,9,12,1,1,3
Bogyiszló,Tolna,Község,2,1741,593,0,593,4,589,33,6,38,394,24,55,28,3,8
Bonyhád,Tolna,Város,17,10703,5035,1,5033,22,5011,292,99,225,3020,358,745,162,19,91
Bonyhádvarasd,Tolna,Község,1,376,202,0,202,0,202,3,1,16,150,7,18,6,0,1
Bölcske,Tolna,Község,3,2191,819,1,818,2,816,33,18,59,554,38,82,21,3,8
Cikó,Tolna,Község,1,745,257,0,257,0,257,15,6,25,164,9,19,12,2,5
Csibrák,Tolna,Község,1,240,81,0,81,0,81,3,2,4,50,0,16,2,1,3
Csikóstőttős,Tolna,Község,1,658,240,0,240,1,239,13,7,9,139,5,55,7,1,3
Dalmand,Tolna,Község,2,1006,373,0,372,2,370,19,6,40,206,16,68,8,0,7
Decs,Tolna,Község,4,3286,994,0,994,10,984,61,14,46,656,47,96,48,3,13
Diósberény,Tolna,Község,1,276,116,0,116,0,116,2,1,9,91,2,8,3,0,0
Dombóvár,Tolna,Város,22,15326,6276,3,6272,24,6248,325,129,383,3402,424,1212,264,24,85
Döbrököz,Tolna,Község,3,1558,463,0,463,2,461,10,6,41,297,13,36,54,2,2
Dunaföldvár,Tolna,Város,7,6873,2668,0,2667,9,2658,114,49,231,1546,190,384,82,13,49
Dunaszentgyörgy,Tolna,Község,3,2058,831,0,831,7,824,35,17,54,532,48,89,32,5,12
Dúzs,Tolna,Község,1,197,85,0,85,0,85,3,0,3,58,3,13,4,1,0
Értény,Tolna,Község,1,512,161,0,161,3,158,1,3,7,137,1,6,2,0,1
Fácánkert,Tolna,Község,1,554,170,0,170,1,169,15,3,11,102,7,23,5,0,3
Fadd,Tolna,Község,4,3317,1097,0,1097,11,1086,68,29,51,683,54,133,39,7,22
Felsőnána,Tolna,Község,1,493,178,0,178,0,178,12,5,14,110,11,14,3,3,6
Felsőnyék,Tolna,Község,1,829,359,0,359,1,358,11,0,42,279,3,13,5,2,3
Fürged,Tolna,Község,1,511,107,0,107,0,107,3,0,15,64,8,8,9,0,0
Gerjen,Tolna,Község,1,1014,356,0,356,2,354,16,3,21,238,12,55,4,4,1
Grábóc,Tolna,Község,1,134,73,0,73,0,73,0,3,1,58,3,3,5,0,0
Gyönk,Tolna,Város,2,1485,638,0,638,0,638,37,12,34,413,35,78,17,0,12
Györe,Tolna,Község,1,556,205,0,205,1,204,16,3,15,121,5,30,8,3,3
Györköny,Tolna,Község,1,806,307,0,307,1,306,13,6,19,201,28,24,8,0,7
Gyulaj,Tolna,Község,1,642,186,0,186,0,186,6,5,13,130,9,13,8,0,2
Harc,Tolna,Község,1,697,257,1,256,2,254,11,4,22,150,10,28,17,4,8
Hőgyész,Tolna,Község,3,2273,786,0,786,2,784,66,13,67,390,42,147,30,3,26
Iregszemcse,Tolna,Község,3,2078,670,0,670,3,667,37,4,90,345,29,103,47,0,12
Izmény,Tolna,Község,1,379,142,0,142,0,142,2,3,6,112,8,7,4,0,0
Jágónak,Tolna,Község,1,198,67,0,67,0,67,7,0,5,49,2,1,2,1,0
Kajdacs,Tolna,Község,1,929,304,0,304,3,301,10,8,35,180,9,50,7,1,1
Kakasd,Tolna,Község,2,1393,630,0,630,0,630,11,13,27,493,15,44,13,2,12
Kalaznó,Tolna,Község,1,109,50,0,50,2,48,2,1,6,36,0,2,1,0,0
Kapospula,Tolna,Község,2,682,302,0,302,0,302,12,5,14,206,18,28,15,0,4
Kaposszekcső,Tolna,Község,2,1227,419,0,419,2,417,31,5,28,226,20,78,22,3,4
Keszőhidegkút,Tolna,Község,1,173,96,0,96,1,95,10,0,1,62,3,16,2,1,0
Kéty,Tolna,Község,1,574,243,0,243,1,242,16,5,22,150,12,23,8,1,5
Kisdorog,Tolna,Község,1,629,237,1,236,1,235,7,4,13,178,12,11,4,0,6
Kismányok,Tolna,Község,1,279,116,0,116,0,116,6,2,10,70,2,15,8,1,2
Kisszékely,Tolna,Község,1,244,132,0,132,1,131,6,2,12,97,1,7,6,0,0
Kistormás,Tolna,Község,1,276,113,0,113,2,111,3,0,9,69,7,14,5,2,2
Kisvejke,Tolna,Község,1,291,90,0,90,0,90,3,1,6,46,3,11,17,2,1
Kocsola,Tolna,Község,1,933,201,0,201,2,199,14,1,26,90,6,53,8,0,1
Koppányszántó,Tolna,Község,1,251,100,0,100,0,100,3,3,5,72,4,4,6,1,2
Kölesd,Tolna,Község,3,1192,328,0,328,2,326,17,2,17,234,6,35,10,2,3
Kurd,Tolna,Község,1,911,254,0,254,1,253,13,2,19,160,7,24,23,2,3
Lápafő,Tolna,Község,1,120,51,0,51,0,51,3,0,4,29,0,14,1,0,0
Lengyel,Tolna,Község,1,408,189,0,189,2,187,14,2,17,102,14,27,5,1,5
Madocsa,Tolna,Község,3,1556,704,0,704,2,702,15,10,68,471,43,67,20,2,6
Magyarkeszi,Tolna,Község,1,839,192,0,192,2,190,3,3,12,145,8,12,6,0,1
Medina,Tolna,Község,2,626,220,0,220,1,219,10,5,8,139,11,33,5,1,7
Miszla,Tolna,Község,1,237,120,0,120,1,119,1,3,7,92,4,9,2,0,1
Mórágy,Tolna,Község,2,581,211,0,211,3,208,7,5,8,123,6,50,5,2,2
Mőcsény,Tolna,Község,1,281,112,0,112,0,112,3,5,8,69,4,15,7,1,0
Mucsfa,Tolna,Község,1,299,146,0,146,0,146,4,2,10,113,1,7,9,0,0
Mucsi,Tolna,Község,1,345,107,0,107,1,106,4,4,7,70,5,13,3,0,0
Murga,Tolna,Község,1,47,24,0,24,1,23,1,0,0,16,0,4,0,0,2
Nagydorog,Tolna,Község,3,2115,721,0,721,2,719,39,10,42,493,33,58,28,4,12
Nagykónyi,Tolna,Község,2,844,295,0,295,2,293,10,6,20,193,20,27,13,2,2
Nagymányok,Tolna,Város,2,1897,840,0,840,10,830,44,19,52,477,48,123,43,6,18
Nagyszékely,Tolna,Község,1,314,144,0,144,0,144,5,8,7,93,8,10,7,1,5
Nagyszokoly,Tolna,Község,1,668,228,0,228,2,226,5,0,25,166,5,15,4,4,2
Nagyvejke,Tolna,Község,1,118,47,0,47,0,47,3,2,4,26,2,3,3,0,4
Nak,Tolna,Község,1,431,137,0,137,0,137,2,1,18,88,5,9,13,0,1
Németkér,Tolna,Község,2,1409,517,0,517,3,514,11,12,37,357,19,54,16,4,4
Ozora,Tolna,Község,2,1240,433,0,433,0,433,17,1,60,308,7,22,15,2,1
Őcsény,Tolna,Község,3,1973,691,0,691,1,690,71,12,60,383,35,101,15,2,11
Paks,Tolna,Város,17,15233,6755,0,6755,23,6732,446,145,438,3664,676,1002,236,47,78
Pálfa,Tolna,Község,3,1133,382,0,382,6,376,10,7,26,282,9,24,10,1,7
Pári,Tolna,Község,1,500,192,0,192,0,192,13,0,15,127,5,23,4,2,3
Pincehely,Tolna,Község,2,1793,699,0,699,4,695,17,8,40,523,15,73,8,0,11
Pörböly,Tolna,Község,1,445,168,0,168,0,168,9,5,8,91,11,31,6,3,4
Pusztahencse,Tolna,Község,1,804,224,0,224,0,224,11,2,29,137,14,19,10,1,1
Regöly,Tolna,Község,1,875,360,0,360,3,357,7,6,20,254,13,39,7,7,4
Sárpilis,Tolna,Község,1,445,118,0,118,2,116,8,0,4,78,3,12,7,2,2
Sárszentlőrinc,Tolna,Község,3,833,310,0,310,1,309,19,3,23,206,10,31,9,1,7
Simontornya,Tolna,Város,3,3278,1013,0,1013,2,1011,81,34,93,518,57,174,24,3,27
Sióagárd,Tolna,Község,2,1038,566,0,566,2,564,24,11,31,397,31,52,5,3,10
Szakadát,Tolna,Község,1,184,94,0,94,0,94,4,5,1,75,1,2,3,2,1
Szakály,Tolna,Község,2,1040,373,0,373,15,358,24,6,34,213,18,37,10,4,12
Szakcs,Tolna,Község,1,682,206,0,206,1,205,8,3,7,159,1,14,9,0,4
Szálka,Tolna,Község,1,535,265,0,265,2,263,22,7,9,136,30,38,15,0,6
Szárazd,Tolna,Község,1,191,114,0,114,1,113,0,3,5,98,0,6,1,0,0
Szedres,Tolna,Község,3,1830,642,0,642,5,637,46,9,37,440,26,64,7,0,8
Szekszárd,Tolna,Megyei jogú város,39,26520,12433,5,12427,78,12349,1054,325,458,6372,1232,2106,415,35,352
Tamási,Tolna,Város,9,6591,2787,0,2786,26,2760,183,65,216,1480,201,441,67,13,94
Tengelic,Tolna,Község,4,1801,601,0,601,5,596,42,11,35,362,30,91,12,3,10
Tevel,Tolna,Község,2,1127,412,0,412,1,411,23,8,29,243,27,51,18,0,12
Tolna,Tolna,Város,13,9385,3564,0,3564,22,3542,238,68,161,1976,250,656,113,9,71
Tolnanémedi,Tolna,Község,1,845,291,0,291,3,288,11,5,27,188,11,26,11,4,5
Udvari,Tolna,Község,1,268,100,0,100,0,100,7,0,3,72,1,13,0,1,3
Újireg,Tolna,Község,1,220,93,0,93,1,92,10,0,9,54,3,7,6,0,3
Váralja,Tolna,Község,1,661,254,0,254,1,253,12,5,20,166,7,26,11,0,6
Várdomb,Tolna,Község,1,979,425,0,425,2,423,33,6,35,217,36,73,15,1,7
Várong,Tolna,Község,1,118,53,0,53,0,53,6,4,5,29,1,5,2,0,1
Varsád,Tolna,Község,1,290,137,0,137,1,136,4,3,10,99,1,15,3,1,0
Závod,Tolna,Község,1,226,130,0,130,0,130,2,1,4,97,6,11,9,0,0
Zomba,Tolna,Község,4,1697,755,0,754,3,751,33,13,52,447,35,129,22,7,13
Acsád,Vas,Község,1,517,244,0,244,2,242,19,5,23,143,15,23,5,2,7
Alsószölnök,Vas,Község,1,296,150,0,150,0,150,3,5,21,104,6,9,1,0,1
Alsóújlak,Vas,Község,1,456,237,0,237,1,236,6,3,18,172,7,21,6,2,1
Andrásfa,Vas,Község,1,192,89,0,89,0,89,3,0,7,66,5,3,5,0,0
Apátistvánfalva,Vas,Község,1,338,183,0,183,0,183,2,3,20,137,1,16,3,0,1
Bajánsenye,Vas,Község,1,393,241,0,241,0,241,8,2,6,200,5,14,3,0,3
Balogunyom,Vas,Község,1,970,447,0,447,2,445,21,11,33,280,20,58,13,0,9
Bejcgyertyános,Vas,Község,1,371,185,0,185,2,183,4,0,18,136,8,7,7,0,3
Bérbaltavár,Vas,Község,1,399,123,0,123,0,123,1,3,5,95,2,7,8,1,1
Boba,Vas,Község,1,696,343,0,343,2,341,6,10,32,229,12,24,23,2,3
Borgáta,Vas,Község,1,135,79,0,79,0,79,0,0,5,52,3,17,1,1,0
Bozsok,Vas,Község,1,308,197,0,197,1,196,10,3,6,139,12,20,5,0,1
Bozzai,Vas,Község,1,248,132,0,132,4,128,3,3,9,90,3,12,6,0,2
Bő,Vas,Község,1,559,300,0,300,3,297,5,2,19,211,20,29,2,6,3
Bögöt,Vas,Község,1,315,178,0,178,0,178,3,1,17,131,8,12,5,0,1
Bögöte,Vas,Község,1,253,124,0,124,0,124,5,3,6,79,6,25,0,0,0
Bucsu,Vas,Község,1,478,302,0,302,3,299,9,3,6,243,10,20,5,1,2
Bük,Vas,Város,3,2881,1304,0,1304,5,1299,50,25,58,846,90,183,28,2,17
Cák,Vas,Község,1,230,136,0,136,0,136,3,1,14,91,10,8,2,0,7
Celldömölk,Vas,Város,9,8644,3912,1,3911,18,3893,296,64,158,2336,225,627,125,10,52
Chernelházadamonya,Vas,Község,1,147,74,0,74,0,74,1,3,7,55,0,0,3,3,2
Csákánydoroszló,Vas,Község,2,1222,576,0,576,5,571,27,8,55,361,25,71,11,1,12
Csánig,Vas,Község,1,288,161,0,161,1,160,5,4,9,125,7,2,7,1,0
Csehi,Vas,Község,1,208,101,0,101,1,100,0,2,6,85,0,3,4,0,0
Csehimindszent,Vas,Község,1,290,140,0,140,1,139,4,4,5,86,5,22,5,2,6
Csempeszkopács,Vas,Község,1,276,144,0,144,2,142,10,7,11,79,6,15,5,0,9
Csénye,Vas,Község,1,545,252,0,252,2,250,8,4,25,176,16,13,6,0,2
Csepreg,Vas,Város,3,2651,1284,0,1284,8,1276,40,21,132,874,69,95,30,1,14
Csipkerek,Vas,Község,1,274,156,0,156,0,156,1,2,8,122,6,14,0,0,3
Csönge,Vas,Község,1,313,136,0,136,2,134,5,1,12,109,0,3,2,0,2
Csörötnek,Vas,Község,1,714,285,0,285,1,284,4,5,24,219,9,18,2,0,3
Daraboshegy,Vas,Község,1,79,42,0,42,0,42,1,2,3,30,1,4,1,0,0
Dozmat,Vas,Község,1,200,135,0,135,2,133,8,4,2,84,17,14,1,1,2
Döbörhegy,Vas,Község,1,117,69,0,69,1,68,2,1,5,57,0,1,0,1,1
Döröske,Vas,Község,1,84,60,0,60,0,60,3,1,6,43,0,6,0,1,0
Duka,Vas,Község,1,215,102,0,102,2,100,3,0,3,65,1,18,8,2,0
Egervölgy,Vas,Község,1,280,110,0,110,1,109,1,3,13,76,3,7,3,0,3
Egyházashetye,Vas,Község,1,282,135,0,135,0,135,3,0,5,109,2,11,4,0,1
Egyházashollós,Vas,Község,1,460,220,0,220,4,216,2,1,11,178,5,11,7,0,1
Egyházasrádóc,Vas,Község,1,1072,592,0,590,4,586,10,10,42,430,29,39,14,6,6
Felsőcsatár,Vas,Község,1,374,184,0,184,0,184,5,3,7,142,11,9,4,1,2
Felsőjánosfa,Vas,Község,1,166,111,0,111,0,111,0,4,2,84,9,7,3,1,1
Felsőmarác,Vas,Község,1,220,119,0,119,3,116,2,3,5,82,4,16,3,0,1
Felsőszölnök,Vas,Község,1,479,222,0,222,2,220,0,3,22,171,15,4,3,0,2
Gasztony,Vas,Község,1,353,166,0,166,1,165,7,3,11,126,6,7,4,0,1
Gencsapáti,Vas,Község,2,2141,1152,0,1152,4,1148,55,28,48,703,109,157,19,2,27
Gérce,Vas,Község,1,931,328,0,328,2,326,14,5,17,215,16,38,16,3,2
Gersekarát,Vas,Község,1,560,246,0,246,2,244,5,4,20,191,7,8,7,1,1
Gór,Vas,Község,1,218,132,0,132,0,132,2,4,6,95,12,4,6,0,3
Gyanógeregye,Vas,Község,1,119,63,0,63,0,63,0,3,8,43,2,2,3,1,1
Gyöngyösfalu,Vas,Község,1,883,449,0,448,3,445,23,12,23,254,63,42,14,3,11
Győrvár,Vas,Község,1,531,234,0,234,0,234,9,0,20,160,12,20,8,1,4
Halastó,Vas,Község,1,73,43,0,43,1,42,0,0,3,34,2,3,0,0,0
Halogy,Vas,Község,1,217,125,0,125,1,124,3,1,11,91,7,6,5,0,0
Harasztifalu,Vas,Község,1,128,63,0,63,0,63,4,1,5,45,2,4,2,0,0
Hegyfalu,Vas,Község,1,641,315,1,314,2,312,19,7,22,183,26,41,6,1,7
Hegyháthodász,Vas,Község,1,131,86,0,86,0,86,0,1,13,64,1,2,5,0,0
Hegyhátsál,Vas,Község,1,123,74,0,74,0,74,1,3,9,56,1,4,0,0,0
Hegyhátszentjakab,Vas,Község,1,238,128,0,128,3,125,5,3,11,78,11,15,1,0,1
Hegyhátszentmárton,Vas,Község,1,53,43,0,43,0,43,0,0,2,26,4,8,2,0,1
Hegyhátszentpéter,Vas,Község,1,125,77,0,77,2,75,3,2,3,62,3,1,1,0,0
Horvátlövő,Vas,Község,1,156,102,0,102,0,102,0,0,1,89,4,3,5,0,0
Horvátzsidány,Vas,Község,1,670,330,0,330,0,330,15,6,17,224,17,39,6,0,6
Hosszúpereszteg,Vas,Község,1,564,236,0,236,0,236,11,3,10,174,12,22,4,0,0
Ikervár,Vas,Község,2,1441,613,0,613,1,612,43,11,60,361,34,65,21,1,16
Iklanberény,Vas,Község,1,39,20,0,20,0,20,0,1,0,18,0,0,1,0,0
Ispánk,Vas,Község,1,100,69,0,69,0,69,4,3,10,38,9,2,2,0,1
Ivánc,Vas,Község,1,407,201,0,201,3,198,5,6,13,134,10,18,8,1,3
Ják,Vas,Község,2,2044,765,0,765,9,756,30,15,51,464,63,99,24,0,10
Jákfa,Vas,Község,1,403,181,0,181,2,179,21,1,17,98,10,18,9,0,5
Jánosháza,Vas,Város,3,2065,721,1,720,5,715,29,16,90,411,32,105,23,4,5
Káld,Vas,Község,1,858,361,0,361,4,357,11,7,47,199,19,46,22,2,4
Kám,Vas,Község,1,395,179,0,179,0,179,14,5,17,102,11,26,1,0,3
Karakó,Vas,Község,1,168,56,0,56,0,56,0,0,6,30,0,11,8,0,1
Katafa,Vas,Község,1,275,155,0,155,0,155,3,4,13,107,11,13,4,0,0
Keléd,Vas,Község,1,65,32,0,32,0,32,2,1,5,18,2,2,1,0,1
